tic,current_assets,total_assets,current_liabilities,total_liabilities,total_equity,mkt_value,price_close,shares_out,book_value_share,ppe,employees,cash,receivables,sales,cogs,inventory,ebit,ebitda,interest_exp,working_cap,net_income
BZH,,1957.644,,1418.89,538.754,460.9017,14.13,30.933,17.4168,27.421,1.205,106.741,31.33,2087.739,1921.703,1504.248,-89.896,-75.137,103.97,,-79.52
IVZ,,39420.3,,24718.5,14318.3,8150.334,17.98,453.3,21.7571,908.5,8.821,,,6117.4,4506.2,0,1433.6,1611.2,364.2,,688.3
WRK,4974.3,30156.7,3435.1,18470.6,11684.2,9396.81,42.91,257.8,45.2673,11189.5,51.1,151.6,2381.2,18289,13432.9,2107.5,1700.4,3140.9,489.4,1539.2,862.9
BCRX,164.345,175.282,92.335,137.03,38.252,531.5829,3.45,154.082,0.2483,10.937,0.14,114.172,22.146,48.835,147.566,0,-99.455,-98.731,11.892,72.01,-108.897
FMNB,,2449.158,,2149.849,299.309,451.5907,16.32,27.671,10.8167,23.817,0.45,23.229,1797.052,130.588,22.058,2.619,61.87,64.709,,,35.76
MAC,,8853.571,,6022.601,2830.97,3806.7034,26.92,141.408,18.6147,,0.737,100.005,144.035,975.97,698.679,0,254.657,,147.868,,96.82
ZEUS,419.842,649.555,101.087,341.203,308.352,197.0483,17.92,10.996,28.0422,182.592,1.86,5.742,133.572,1579.04,1280.11,273.531,16.61,35.64,11.289,318.755,3.856
AVB,,19121.051,,8127.601,10990.198,,209.7,140.644,78.1373,,3.122,39.687,0,2331.837,1429.684,0,835.308,,266.408,,785.974
NNBR,302.98,1541.984,139.481,1095.695,446.289,391.3953,9.25,42.313,8.184,440.009,5.787,31.703,137.531,847.451,641.639,118.722,10.743,102.589,59.002,163.499,-46.741
CPRT,687.167,2547.617,282.004,769.236,1778.381,17815.6187,90.94,229.79,7.7392,1427.726,7.327,186.319,386.791,2041.957,1080.448,20.941,716.475,801.37,19.81,405.163,591.693
SCSC,1477.315,2067.261,700.886,1153.132,914.129,827.2845,36.95,25.408,35.978,63.363,2.7,23.818,728.852,3873.111,3416.808,697.343,108.784,145.402,13.382,776.429,57.597
MPAA,409.116,777.029,318.492,501.509,275.52,238.63,22.03,18.969,14.5248,97.986,4.012,49.616,95.03,535.964,395.57,255.012,30.373,39.934,25.039,90.624,-7.29
LMNR,35.07,399.867,31.664,167.369,232.498,335.9435,19.23,17.756,11.6184,265.716,0.319,0.616,19.259,171.398,148.178,7.223,-5.929,2.704,3.503,3.406,-5.943
PLD,,40031.85,,13960.066,26071.784,,89.14,631.797,35.7459,,1.712,1088.855,242.066,3555.012,2071.955,0,1216.339,,288.457,,1572.959
FMBH,,3839.426,,3312.817,526.609,587.7233,35.25,16.673,31.5845,76.497,0.827,76.498,2666.616,205.738,30.48,5.464,95,95,,,47.943
INVH,,17392.91,,9126.832,8266.078,16233.0407,29.97,541.643,15.1657,9.825,1.14,92.258,25.244,1764.685,1279.549,0,419.16,423.674,432.92,,145.463
EXP,678.217,2961.02,169.697,1993.177,967.843,2433.1346,90.66,41.649,23.2381,1792.639,2.4,118.648,280.199,1450.814,937.701,272.508,306.697,420.215,38.455,508.52,70.894
SMBC,,2214.402,,1976.01,238.392,323.5359,38.36,9.289,25.6639,62.727,0.47,35.4,1846.405,112.306,26.732,3.723,43.496,48.57,,,28.904
AEO,1047.93,3328.679,751.756,2080.826,1247.853,2404.6992,14.7,166.993,7.4725,2154.036,46,361.93,119.064,4308.212,2782.739,446.278,247.744,429.966,,296.174,191.257
ADC,,2664.53,,972.968,1691.562,3197.9276,70.17,45.574,37.0679,,0.041,15.603,26.808,187.478,70.823,0,101.089,,33.504,,80.081
HLNE,,473.529,,236.128,237.401,,59.6,29.843,5.1861,16.979,0.4,50.124,32.989,274.048,154.328,0,116.429,119.72,2.816,,60.825
IR,1543.9,4628.4,574.6,2758.5,1869.9,7521.8209,36.68,205.066,9.1185,380.4,6.6,505.5,488.1,2451.9,1495.9,502.5,351,529.1,88.9,969.3,159.1
NKTR,1421.55,1977.356,353.893,571.965,1405.391,3809.8604,21.585,176.505,7.9623,199.176,0.723,96.363,36.802,114.617,543.652,12.665,-440.035,-429.035,46.354,1067.657,-440.667
PUMP,375.591,1436.111,232.966,466.806,969.305,1132.02,11.25,100.624,9.6329,1048.524,2.2,149.036,212.183,2052.314,1470.357,2.436,358.786,504.09,7.141,142.625,163.01
ABCB,,18242.579,,15772.997,2469.582,2956.7002,42.54,69.504,35.5315,272.423,2.722,246.234,12780.287,830.885,150.986,1676.211,384.532,415.365,,,161.441
TELL,82.235,382.322,132.579,216.037,166.285,1763.2742,7.28,242.208,0.6863,168.872,0.176,64.615,6.322,28.774,66.7,0,-145.859,-125.413,16.355,-50.344,-151.767
PENN,642.8,14194.5,905.6,12342.6,1851.9,2963.8865,25.56,115.958,15.9773,9957.5,28.3,437.4,88.7,5301.4,2954.5,0,749,1163.2,535.9,-262.8,43.9
SSD,640.907,1095.366,158.907,203.409,891.957,3546.8881,80.23,44.209,20.1759,284.448,3.337,230.21,139.364,1136.539,606.309,251.907,175.23,213.33,2.172,482,133.982
LJPC,97.458,132.247,24.587,188.237,-55.99,106.8764,3.93,27.195,-2.2025,33.88,0.091,87.82,2.96,23.054,123.403,2.211,-104.901,-100.349,10.774,72.871,-116.508
LBRT,488.974,1283.429,266.495,501.937,781.492,910.5612,11.12,81.885,6.7719,760.116,2.571,112.69,252.91,1990.346,1621.18,88.547,107.251,272.63,17.485,222.479,39.003
ESS,,12705.405,,6264.491,6403.504,19884.4391,300.86,66.092,94.1177,,1.822,70.087,134.365,1618.589,921.449,0,642.71,,233.062,,439.286
HIW,,5138.244,,2830.621,2174.407,,48.91,103.756,20.4667,,0.431,9.505,259.523,748.745,491.415,0,209.214,,86.631,,136.918
IMAX,,889.069,,245.974,637.187,1249.8257,20.43,61.176,8.9528,306.849,0.673,109.484,267.591,395.664,144.527,42.989,78.128,120.048,2.793,,46.866
FR,,3518.828,,1720.565,1798.263,,41.51,126.994,13.8936,,0.155,21.12,140.753,442.219,230.798,0,175.836,182.852,59.248,,238.775
HCC,444.046,1344.264,128.952,578.682,765.582,1079.1514,21.13,51.072,14.9902,716.33,1.417,193.383,114.243,1268.309,747.404,97.901,383.392,483.891,29.335,315.094,301.699
FDP,1051.5,3349.9,562.9,1550.9,1743.7,1679.5647,34.98,48.015,35.8055,1565.3,38,33.3,439,4489,4088.4,551.8,115.3,213.4,30.7,488.6,66.5
GBX,,2990.637,,1517.376,1441.697,756.6455,32.43,32.488,39.2985,1084.661,17.1,329.684,373.383,3033.591,2585.205,846.962,171.998,253.898,,,71.076
MATW,583.716,2190.603,279.879,1471.367,719.236,1109.4057,38.17,31.348,22.9076,237.442,11,35.302,318.756,1537.276,949.773,180.274,100.446,191.239,40.962,303.837,-37.988
AIV,,6828.739,,4866.164,1860.795,7689.9103,51.65,148.885,11.9599,,0.95,142.902,62.249,928.052,691.392,0,170.531,,174.24,,474.083
GEO,547.778,4317.534,395.928,3321.486,996.048,2013.5473,16.61,121.225,8.223,2266.249,22,32.463,442.181,2477.922,1861.383,0,300.413,430.613,151.424,151.85,166.603
SOI,117.582,505.072,20.387,95.414,409.658,430.71,14,30.765,8.5762,314.454,0.245,66.882,38.554,241.687,88.246,7.144,107.93,134.855,0.106,97.195,52.007
MLR,287.452,391.967,124.282,134.04,257.927,423.282,37.13,11.4,22.6252,92.375,1.31,26.072,168.619,818.166,712.551,87.965,53.094,62.221,2.378,163.17,39.111
ARD,2466,8678,1945,8893,-215,4627.9288,19.58,236.36,-0.9139,2677,16.34,614,667,6660,5187,964,521,1173,407,521,1458
ADTN,320.31,545.118,112.711,164.692,380.426,474.9178,9.89,48.02,7.9222,82.16,1.79,73.773,107.097,530.061,293.084,98.305,-32.053,-14.282,0.511,207.599,-52.982
AMED,350.554,1262.745,326.943,621.232,641.513,5388.8453,166.92,32.284,19.838,112.904,21.3,30.294,241.596,1962.174,1150.337,0,202.571,220.999,14.515,23.611,126.833
YEXT,377.812,563.62,244.928,362.408,201.212,1730.5002,14.42,115.83,1.7371,138.173,1.2,256.076,80.583,298.829,68.961,0,-119.353,-111.284,0.308,132.884,-121.544
CLI,,5292.798,,3089.941,1699.475,,23.13,90.595,16.4877,,0.283,25.589,104.503,352.028,314.159,0,-18.366,,109.894,,85.976
DAR,917.288,5345.258,688.339,2701.908,2643.35,4598.802,28.08,163.775,15.6667,1927.137,10.1,72.935,409.655,3363.905,2589.085,362.957,86.387,411.897,78.674,228.949,312.6
AYX,971.985,1342.338,246.83,917.431,424.907,6530.5682,100.07,65.26,6.511,53.896,1.2,409.949,148.412,417.91,31.08,0,38.088,46.38,21.844,725.155,27.143
SIRI,1003,11149,3293,11885,-736,31545.8,7.15,4412,-0.1668,2092,4.534,106,670,7794,3427,11,1756,2224,407,-2290,914
RS,3010.2,8131.1,675.3,2917,5214.1,8006.435,119.76,66.854,77.8802,1996.7,15.3,174.3,1105,10973.8,7644.4,1645.7,1014.7,1234,158.9,2334.9,701.5
OKTA,1599.725,1955.395,546.963,1550.051,405.344,15703.7959,115.37,122.638,3.3052,178.739,2.248,520.048,136.841,586.067,139.982,0,-182.383,-162.983,27.017,1052.762,-208.913
O,,18554.796,,8750.638,9804.158,,73.63,333.619,29.2983,5.251,0.194,54.011,273.543,1491.591,722.732,0,702.376,,291.742,,436.482
KNX,890.028,8281.732,993.038,2613.429,5668.303,6117.4579,35.84,170.688,33.1963,3020.145,23.8,159.722,552.432,4843.95,3947.163,,433.829,896.787,29.433,-103.01,309.206
AZPN,429.04,903.065,320.755,509.78,393.285,8528.5907,120.93,68.624,5.731,7.234,1.6,71.926,341.977,598.345,49.673,0,284.24,292.383,8.733,108.285,262.734
CVLG,254.385,881.64,161.257,531.529,350.111,239.3064,12.925,18.515,18.9096,517.203,5.55,,181.735,894.528,799.615,4.21,14.384,94.913,11.21,93.128,8.477
NWBI,,10493.908,,9140.623,1353.285,1777.0652,16.63,106.859,12.6642,196.789,2.333,60.846,8750.733,516.787,79.573,0.95,227.168,245.411,,,110.432
CADE,,17800.229,,15339.383,2460.846,2313.3517,18.13,127.598,19.2859,193.967,1.849,252.447,12864.012,991.001,319.93,89.277,410.397,412.56,,,201.958
COF,,390365,,332354,58011,46984.7954,102.91,456.562,127.0605,5811,51.9,13407,260359,33907,23938,400,9116,9969,1753,,5546
EEX,93.7,1471.7,229.3,831.5,640.2,752.7636,10.55,71.352,8.9724,22.5,0.548,9.6,60.1,360.9,120.2,0,61.7,113.7,30.3,-135.6,-50
CVNA,1359.422,2057.748,864.87,1865.809,191.939,4649.1694,92.05,50.507,1.9425,666.891,7.324,76.016,39.864,3939.896,3428.032,1049.665,-267.084,-225.819,84.206,494.552,-114.659
CLDR,707.901,2299.79,579.948,861.421,1438.369,3037.2787,11.63,295.168,4.8731,226.63,2.723,107.638,254.619,794.191,209.157,0,-339.754,-247.598,,127.953,-336.582
URGN,148.634,202.388,19.482,22.086,180.302,701.6376,33.37,21.026,8.5752,4.712,0.173,49.688,0,0.018,109.2,0,-109.478,-109.182,0.284,129.152,-105.146
VERI,81.112,108.526,59.736,61.115,47.411,63.9208,2.49,25.671,1.8469,3.214,0.277,44.065,31.638,49.648,14.174,0,-62.053,-56.106,0,21.376,-62.078
BHVN,328.281,344.264,66.173,351.688,-7.424,2851.8394,54.44,52.385,-0.1417,8.152,0.647,316.727,2.978,0,0,0,-374.122,-373.493,39.291,262.108,-528.805
AM,108.558,6282.878,242.084,3139.464,3143.414,3673.8788,7.59,484.042,6.4941,3273.41,,1.235,105.603,792.588,307.931,0,388.944,484.657,110.402,-133.526,-355.114
OVID,79.813,80.844,10.534,10.82,70.024,227.0465,4.15,54.71,1.2799,0.068,0.059,41.897,1.131,0,0,0,-61.41,-61.155,0,69.279,-60.461
SVRA,124.067,136.203,10.88,34.505,101.698,227.5392,4.48,50.79,2.0023,1.025,0.04,49.804,1.617,0,0,0,-51.954,-51.643,0.07,113.187,-78.173
APPN,277.661,371.485,112.28,166.248,205.237,2577.9523,38.21,67.468,3.042,63.759,1.275,159.755,93.208,260.352,89.099,0,-50.468,-45.726,0.367,165.381,-50.714
KREF,,5057.018,,3933.306,1123.712,1173.8845,20.42,57.487,19.5178,0,0,67.619,4947.347,280.333,30.929,0,249.404,249.404,158.86,,89.965
MGY,293.218,3466.406,175.208,737.877,2728.529,2104.8604,12.58,167.318,10.6148,3120.792,0.045,182.633,105.775,936.142,182.44,0,127.94,671.529,29.7,118.01,50.196
GNTY,,2318.444,,2056.893,261.551,379.6654,32.88,11.547,22.651,64.985,0.467,39.907,1690.794,119.523,24.941,2.971,43.577,48.841,,,26.279
GTHX,271.003,284.831,19.769,29.304,255.527,994.0852,26.43,37.612,6.7938,13.391,0.104,269.208,0,0,0,0,-129.041,-128.685,0,251.234,-122.447
FOCS,,2653.629,,1849.659,803.97,1397.4969,29.47,47.421,10.2043,221.748,3.4,65.178,129.337,1218.341,967.591,0,109.357,250.75,61.743,,-12.872
NESR,403.209,1522.364,228.136,635.892,886.472,795.1454,9.12,87.187,10.1675,419.307,4.536,73.201,189.165,658.385,434.62,78.841,71.814,159.925,18.971,175.073,39.364
HAFC,,5538.184,,4974.917,563.267,615.846,19.995,30.8,18.2879,62.57,0.633,121.678,4548.739,274.324,101.07,6.083,78.758,88.29,,,32.788
AGS,115.596,762.378,56.476,628.594,133.784,431.0396,12.13,35.535,3.7649,115.141,0.762,13.162,61.224,304.714,86.468,32.875,35.587,127.061,36.248,59.12,-11.752
ATNX,230.926,309.932,71.528,134.077,175.855,1245.3907,15.27,81.558,2.3079,31.971,0.581,127.674,16.689,101.229,65.802,32.63,-119.362,-115.545,6.954,159.398,-123.749
NSIT,3048.032,4178.179,1883.528,3017.861,1160.318,2478.6363,70.29,35.263,32.9047,205.591,11.261,,2511.383,7731.19,6593.092,190.833,257.361,303.57,28.478,1164.504,159.407
SSTI,40.197,60.571,32.424,33.32,27.251,288.507,25.5,11.314,2.4086,17.112,0.112,24.55,13.883,40.752,11.427,0,1.595,6.577,,7.773,1.798
RCII,,1582.798,,1123.835,458.963,1578.6439,28.84,54.738,8.3847,1288.27,14.5,70.494,84.123,2669.852,406.217,,199.646,880.314,31.031,,173.546
WOW,118.7,2471.6,227.4,2717.5,-245.9,624.0443,7.42,84.103,-2.9238,1100.2,2.2,21,75.6,1145.8,577.5,0,193.9,397.7,142.1,-108.7,36.4
BRKS,647.145,1515.999,272.27,377.045,1138.954,2677.1949,41.96,72.298,15.7536,100.669,2.984,301.642,179.602,780.848,434.406,99.445,55.08,109.53,22.25,374.875,437.416
SGH,472.26,704.137,237.9,430.677,273.46,670.959,37.94,23.617,11.5789,68.345,1.712,98.139,231.704,1211.999,950.314,118.738,89.303,118.509,20.716,234.36,51.332
SNEX,,9936.1,,9341.9,594.2,783.2195,48.83,19.075,31.1507,43.9,2.012,471.3,,32897,32632.8,2404.5,250.2,264.2,154.7,,85.1
CODX,1.584,2.215,0.328,0.478,1.737,15.5255,0.8952,17.343,0.1002,0.197,0.023,0.893,0.131,0.215,0.113,0.197,-5.895,-5.829,0.028,1.256,-6.196
ACIW,920.376,3257.534,611.95,2127.566,1129.968,4394.1296,37.885,115.986,9.7423,127.762,4.018,121.398,750.236,1258.294,606.416,0,148.656,271.225,64.033,308.426,67.062
BY,,5521.809,,4771.694,750.115,748.6895,19.57,38.257,19.3344,96.14,1.001,48.228,3753.725,320.307,69.237,36.99,121.864,135.99,,,57.002
DLTR,4269.4,19574.6,3546.5,13319.8,6254.8,20611.8199,94.05,236.727,26.422,10106.8,193.1,539.2,113.3,23610.8,15981.5,3522,1599.9,2234.7,164.2,722.9,827
ESQ,,798.008,,686.946,111.062,199.4876,26.07,7.652,14.5141,5.535,0.086,0.669,558.38,48.47,4.398,0,26.976,27.482,,,14.143
NATI,947.358,1651.889,306.123,475.539,1176.35,5525.5817,42.34,130.505,9.0138,314.124,7.3,194.616,248.872,1353.215,264.382,200.41,176.642,251.642,0,641.235,162.151
MRSN,101.326,107.541,24.07,29.223,78.318,260.0732,5.73,45.388,1.7255,4.762,0.083,62.351,0,42.123,71.078,0,-30.2,-28.955,0.234,77.256,-28.208
ABC,28132.054,39171.98,29581.294,36178.774,2993.206,17022.6331,85.02,206.761,13.9239,1770.516,22,3374.194,12386.879,179589.121,174543.941,11060.254,1913.948,2402.492,195.474,-1449.24,855.365
ATLO,,1737.183,,1549.604,187.579,258.7974,28.06,9.223,20.3382,17.811,0.282,34.617,1048.147,64.807,12.243,6.781,28.767,30.612,,,17.194
CBZ,456.02,1400.774,365.926,741.536,659.238,1494.0962,26.96,55.419,11.8955,180.243,4.8,0.567,222.031,948.424,801.151,0,80.522,102.867,5.765,90.094,70.714
BMRC,,2707.28,,2370.492,336.788,611.6439,45.05,13.577,24.8058,17.072,0.306,183.388,1826.609,109.521,5.657,0,60.353,63.468,,,34.241
BHF,,227259,,211022,16237,4159.4392,39.23,106.027,148.5188,0,1.33,2877,32506,6554,7406,0,-861,-852,191,,-740
HLIT,251.362,587.327,191.899,332.471,254.856,716.625,7.8,91.875,2.7477,50.419,1.172,93.058,109.812,402.874,162.004,29.042,17.615,37.221,11.651,59.463,-5.924
DRI,1101.4,9946.1,1792.8,7614.9,2331.2,9983.6528,109.01,129.894,17.9469,6726.1,177.895,763.3,49.8,7806.9,6398.5,206.9,386.9,742.8,65.2,-691.4,-52.4
RMD,1145.366,4107.682,555.991,2035.489,2072.193,17530.2197,154.97,143.655,14.4248,387.46,7.24,147.128,538.318,2606.572,994.13,349.641,635.7,786.495,36.156,589.375,404.592
BHB,,3669.128,,3272.721,396.407,395.0176,25.39,15.558,25.4793,60.828,0.46,37.261,2625.739,164.442,47.898,2.236,52.333,57.33,,,22.62
AFIN,,3490.188,,1787.958,1702.23,1438.3785,13.26,108.475,13.9246,0,0,81.898,46.976,299.744,203.95,0,56.445,,77.994,,4.147
SAFE,,2566.561,,1473.263,1093.298,1925.6146,40.3,47.782,22.8499,0,0,22.704,455.39,92.993,6.457,0,65.607,72.101,29.868,,27.693
TRTX,,5892.87,,4388.916,1503.954,1540.9862,20.27,76.023,19.7812,0,0,79.182,5024.581,341.568,30.554,0,301.733,301.733,174.841,,126.313
GPMT,,4460.862,,3440.726,1020.136,1008.1981,18.38,54.853,18.5794,0,0,80.281,4237.535,247.467,40.009,0,207.192,207.458,136.982,,70.214
KALA,105.484,154.323,24.774,124.631,29.692,133.1573,3.69,36.086,0.8228,32.479,0.136,85.449,13.098,6.074,2.005,4.648,-88.224,-87.381,8.48,80.71,-94.347
RDFN,451.593,596.213,85.182,264.767,331.446,1966.0623,21.14,93.002,3.5639,91.581,3.377,234.679,19.223,779.796,626.463,96.575,-79.246,-70.016,8.928,366.411,-80.805
BKR,15222,53369,10014,18870,34499,16661.166,25.63,650.065,33.7335,7069,68,3249,6416,23838,17988,4608,1600,3018,237,5208,128
JBGS,,5986.251,,1986.816,3386.677,5351.1637,39.89,134.148,25.2443,,1.017,126.413,222.662,651.76,399.695,0,49.586,,82.501,,65.571
CLXT,63.522,88.098,7.196,25.59,62.508,230.9865,7.01,32.951,1.897,23.212,0.075,58.61,1.122,7.296,7.673,2.594,-39.673,-38.066,1.49,56.326,-39.612
PETQ,185.423,672.728,73.014,344.418,328.31,590.0277,25.05,23.554,12.0196,73.31,1.866,27.272,71.377,709.431,575.628,79.703,25.009,40.142,14.895,112.409,-11.453
PDLB,,1053.756,,895.354,158.402,256.5297,14.7,17.451,9.077,32.746,0.183,6.762,955.737,53.174,12.616,1.03,11.841,14.063,,,-5.125
MTEM,139.899,174.202,35.801,71.174,103.028,637.5622,13.985,45.589,2.2599,28.117,0.168,85.451,7.508,22.27,68.496,0,-48.326,-46.226,1.002,104.098,-69.421
PQG,568.591,4320.845,269.468,2535.527,1785.318,2344.4687,17.18,136.465,13.0396,1244.065,3.279,72.284,183.225,1567.072,1029.013,280.945,186.09,368.491,113.466,299.123,79.539
MBIO,63.063,73.445,7.771,21.793,51.652,164.2159,4.08,40.249,1.2833,9.132,0.051,61.413,0.019,0,0,0,-45.885,-44.627,1.767,55.292,-46.389
KRYS,195.88,209.023,3.327,6.109,202.914,961.0645,55.38,17.354,11.6926,11.184,0.053,187.514,0,0,0,0,-22.081,-21.333,0,192.553,-19.088
HBB,237.057,288.663,201.322,252.397,36.266,258.1556,19.1,13.516,2.6832,22.324,0.68,2.142,108.381,611.786,480.609,109.806,29.994,33.996,3.375,35.735,-13.507
CEIX,338.029,2693.802,392.264,2121.407,572.395,376.2878,14.51,25.933,16.7817,2164.797,1.792,80.293,172.672,1424.259,962.238,54.131,187.813,394.91,74.591,-54.235,76.001
ROKU,925.663,1470.234,358.301,771.808,698.426,16054.2083,133.9,119.897,5.8252,386.553,1.65,515.479,336.261,1128.921,618.028,49.714,-61.159,-45.49,2.366,567.362,-59.937
DCPH,593.408,622.409,60.038,75.942,546.467,3212.7043,62.24,51.618,10.5868,27.491,0.258,120.32,0,25,222.496,0,-198.326,-197.496,0.067,533.37,-192.256
OPTN,168.06,172.65,36.139,111.067,61.583,423.2533,9.22,45.906,1.3415,4.438,0.224,147.144,13.818,34.631,5.294,3.484,-95.601,-94.495,9.623,131.921,-110.053
SWCH,59.04,1773.743,113.93,1146.098,627.645,1330.3618,14.82,89.768,2.3093,1581.717,0.789,24.721,23.861,462.31,124.561,0,76.927,198.716,49.953,-54.89,8.917
MCB,,3357.572,,3058.448,299.124,400.936,48.23,8.313,35.9823,12.1,0.167,10.176,2646.677,140.409,36.393,0,64.631,66.244,,,30.134
SPRO,95.414,106.103,26.663,31.529,74.574,184.5215,9.615,19.191,3.8859,7.148,0.057,29.73,10.246,18.147,80.613,0,-63.216,-62.466,0,68.751,-60.925
MDB,1113.196,1328.567,242.384,1245.709,82.858,9405.6475,131.61,57.383,1.4439,69.463,1.813,706.192,85.554,421.72,118.697,0,-147.225,-130.466,20.983,870.812,-175.522
FNKO,259.197,796.467,157.569,491.323,305.144,599.1929,17.16,34.918,6.4554,128.613,1.006,25.229,151.564,795.122,495.422,62.124,67.867,109.993,14.342,101.628,11.725
ALTR,352.457,743.145,152.866,386.086,357.059,2599.9558,35.91,72.402,4.8991,64.431,2.95,223.117,112.248,463.025,125.519,2.4,10.245,31.767,6.371,199.591,-7.542
CARG,218.954,393.623,73.758,136.768,256.855,3944.9093,35.18,112.135,2.2906,87.936,0.921,59.92,22.124,588.916,33.037,0,35.101,42.918,0,145.196,42.146
PACK,71.4,1104.4,31.9,572.6,531.8,577.0608,8.15,70.805,7.5108,122.5,0.595,19.7,37.6,269.5,155.4,11.6,22.1,57,41.2,39.5,-36.2
BAND,226.949,341.416,45.738,71.326,270.09,1505.9436,64.05,23.512,11.4873,62.685,0.772,185.004,30.187,232.594,117.856,0,-17.693,-8.155,,181.211,2.494
EYE,234.639,2032.725,273.179,1256.288,776.437,2583.9575,32.43,79.678,9.7447,714.857,11.781,39.342,45.575,1724.331,806.519,127.556,79.341,166.585,33.3,-38.54,32.798
VICI,,13265.619,,5216.63,8048.989,11778.6778,25.55,461.005,17.2779,70.406,0.14,1101.893,61.737,914.812,18.901,0,862.513,866.344,248.384,,545.964
CBTX,,3478.544,,2942.823,535.721,777.3776,31.12,24.98,21.446,63.801,0.5,51.259,2613.805,168.723,19.792,1.463,79.106,83.203,,,50.517
OSW,90.662,923.669,51.41,277.301,646.368,1029.244,16.84,61.119,10.4426,22.741,4.298,13.863,30.513,562.233,511.689,36.066,19.626,41.221,19.838,39.252,-41.028
AQUA,637.293,1737.848,322.221,1372.026,365.822,1946.1349,18.95,114.344,3.1725,333.584,4.15,109.881,331.052,1444.441,907.186,137.164,92.106,190.342,58.556,315.072,-9.523
MBIN,,6371.928,,5718.2,653.728,565.7953,19.71,28.706,15.2182,29.274,0.329,13.909,3012.468,259.084,93.637,2093.933,121.893,122.745,,,77.329
SAIL,584.418,990.078,172.564,555.951,434.127,2116.3536,23.6,89.676,4.8411,52.404,1.168,443.795,109.383,288.515,55.403,0,-6.006,8.986,5.041,411.854,-8.5
CUE,61.025,71.605,11.655,17.021,54.584,421.6718,15.875,26.562,2.055,7.184,0.047,44.29,0.755,3.458,39.416,0,-36.769,-35.958,0,49.37,-36.699
SFIX,482.404,616.066,182.631,220.066,396,2644.4338,25.66,101.397,3.9054,54.888,8,170.932,0,1577.558,874.429,118.216,23.495,39.59,0,299.773,36.881
SBT,,3244.884,,2912.27,332.614,404.5464,8.1,49.944,6.6597,27.913,0.311,77.819,2891.53,186.816,54.252,1.337,92.002,94.073,,,29.248
ARCT,74.29,82.143,21.324,56.351,25.792,164.5501,10.87,15.138,1.7038,7.483,0.088,71.353,2.179,20.789,48.018,0,-27.913,-27.229,0.854,52.966,-25.991
NMRK,1073.53,3201.599,1045.387,2239.457,940.625,2388.9487,13.455,177.551,3.3774,299.677,5.6,163.564,508.379,2218.132,1925.436,215.29,177.982,292.696,39.902,28.143,117.305
ILPT,,2454.901,,1459.211,995.69,1461.358,22.42,65.181,15.2758,0,0,28.415,64.286,230.643,109.937,0,103.517,,50.848,,52.498
LBC,,7045.828,,6431.364,614.464,645.68,11.53,56,10.9726,19.504,0.277,88.565,6194.976,271.817,139.985,0,86.298,88.916,,,48.861
EQH,,249870,,234379,15126,11490.7586,24.78,463.711,27.4632,687,7.9,4405,22421,9591,11054,0,-1559,-1463,221,,-1733
WSC,292.588,2897.649,320.412,2188.694,708.955,2012.0633,18.49,108.819,5.9214,2238.823,2.5,3.045,247.596,1063.665,475.673,15.387,156.521,343.595,122.504,-27.824,-11.122
DNLI,430.031,553.231,45.344,158.341,394.89,1675.6298,17.42,96.19,4.1053,80.655,0.261,79.449,1.2,26.678,230.371,0,-211.684,-203.693,,384.687,-197.614
QTRX,132.661,169.951,19.833,41.293,128.658,664.2866,23.63,28.112,4.5766,12.047,0.248,109.155,10.906,56.734,26.277,10.463,-39.088,-36.079,,112.828,-40.796
